Core-index,Vocab-KO-Index,Sent-KO-Index,New-Opt-Voc-Index,Opt-Voc-Index,Opt-Sen-Index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana,Sentence-Cloze
4995,302,303,4516,4515,2360,JLPT2,負け,まけ,"defeat, loss",[sound:53138f844d1c58a80c390f0de95c0b9c.mp3],Noun,この勝負はあなたの<b>負け</b>です。,この しょうぶ は あなた の <b>まけ</b> です,This match is your defeat.,[sound:57d9c10e56a27e31b2652ab718bf442c.mp3],,負[ま]け,この 勝負[しょうぶ]はあなたの<b> 負[ま]け</b>です。,この 勝負[しょうぶ]はあなたの<b>（　）</b>です。
5477,279,303,4475,4474,2361,JLPT0,引き分け,ひきわけ,"draw, drawn game",[sound:21e92a6ccb7dfe81807e54643f113394.mp3],Noun,この勝負は<b>引き分け</b>です。,この しょうぶ は <b>ひきわけ</b> です,This match is a tie.,[sound:90223265f11214a76d58dc1261012cf9.mp3],,引[ひ]き 分[わ]け,この 勝負[しょうぶ]は<b> 引[ひ]き 分[わ]け</b>です。,この 勝負[しょうぶ]は<b>（　）</b>です。
4032,303,304,4518,4517,2362,JLPT1,負担,ふたん,"burden, charge",[sound:ceb749398522667a1e733524d011e0f1.mp3],Verbal Noun,交通費は個人<b>負担</b>です。,こうつうひ は こじん <b>ふたん</b> です,Transportation costs are covered by the individual.,[sound:c9d50467583c22806b502fcb460a7e9a.mp3],,負担[ふたん],交通費[こうつうひ]は 個人[こじん]<b> 負担[ふたん]</b>です。,交通費[こうつうひ]は 個人[こじん]<b>（　）</b>です。
4931,0,305,4700,4705,2363,JLPT2,まさか,まさか,never in a million years,[sound:3a13efd085591f9601c9300997700c6b.mp3],Adverb,<b>まさか</b>車が当たるとは思わなかった。,<b>まさか</b> くるま が あたる と は おもわなかった,I never imagined I would win the car!,[sound:0017014f27b3d883fd9dbcc043a1c1b7.mp3],,まさか,<b>まさか</b> 車[くるま]が 当[あ]たるとは 思[おも]わなかった。,<b>（　）</b> 車[くるま]が 当[あ]たるとは 思[おも]わなかった。
5447,304,305,4528,4527,2364,JLPT2,日当たり,ひあたり,exposure to the sun,[sound:4defacc229f86d4c4eb569d1971600dc.mp3],Noun,この部屋は<b>日当たり</b>がいい。,この へや は <b>ひあたり</b> が いい,This room gets a lot of sunshine.,[sound:2dc856ee330d978987621de766d33d2b.mp3],,日当[ひあ]たり,この 部屋[へや]は<b> 日当[ひあ]たり</b>がいい。,この 部屋[へや]は<b>（　）</b>がいい。
5549,0,305,5336,5341,2365,JLPT0,のろい,のろい,"slow, sluggish",[sound:da5bea8c31155177c3c3469b7b50d2a0.mp3],Adjective,この電車は本当に<b>のろい</b>ですね。,この でんしゃ は ほんとうに <b>のろい</b> です ね,This train is really slow.,[sound:3de7bcb28e124ba7f57c269610e4e294.mp3],,のろい,この 電車[でんしゃ]は 本当[ほんとう]に<b>のろい</b>ですね。,この 電車[でんしゃ]は 本当[ほんとう]に<b>（　）</b>ですね。
4327,306,307,4531,4530,2366,JLPT3,文法,ぶんぽう,grammar,[sound:c97c0b5d5cfcbe6d60ea62e96e416d79.mp3],Noun,今日は英語の<b>文法</b>を勉強します。,きょう は えいご の <b>ぶんぽう</b> を べんきょう します,I'll study English grammar today.,[sound:e8a8052ff63e1fbb9c2e0c2df7345847.mp3],,文法[ぶんぽう],今日[きょう]は 英語[えいご]の<b> 文法[ぶんぽう]</b>を 勉強[べんきょう]します。,今日[きょう]は 英語[えいご]の<b>（　）</b>を 勉強[べんきょう]します。
5223,309,310,4535,4534,2367,JLPT2,不規則,ふきそく,irregular,[sound:c512b2f452a1afb4852fd9485928814d.mp3],Adjectival Noun,最近、<b>不規則</b>な生活をしている。,さいきん <b>ふきそく</b> な せいかつ を して いる,My life has been quite disorganized lately.,[sound:ad7715768a5327bd4e44655d40c7531d.mp3],,不規則[ふきそく],最近[さいきん]、<b> 不規則[ふきそく]</b>な 生活[せいかつ]をしている。,最近[さいきん]、<b>（　）</b>な 生活[せいかつ]をしている。
4483,0,312,4322,4327,2368,JLPT2,プラス,プラス,"plus, advantage",[sound:fe0f64e209ccda2615e3a45ae2b3dbd6.mp3],Verbal Noun,この経験はあなたにとって<b>プラス</b>になるでしょう。,この けいけん は あなた に とって <b>ぷらす</b> に なる でしょう,This experience will be a good thing for you.,[sound:a484b1930c4d410b38c243e9079fecbd.mp3],,プラス,この 経験[けいけん]はあなたにとって<b>プラス</b>になるでしょう。,この 経験[けいけん]はあなたにとって<b>（　）</b>になるでしょう。
5319,28,312,4015,4014,2369,JLPT2,年月,としつき,"time, years",[sound:c9f33dd41333732b37aece3e0e7ecb4d.mp3],Noun,あれから長い<b>年月</b>が経ちました。,あれ から ながい <b>としつき</b> が たちました,A long time has passed since then.,[sound:8d103acaa547e15471096a0686a54856.mp3],,年月[としつき],あれから 長[なが]い<b> 年月[としつき]</b>が 経[た]ちました。,あれから 長[なが]い<b>（　）</b>が 経[た]ちました。
3081,312,313,2330,2432,2370,JLPT2,済ませる,すませる,"finish off, get done with",[sound:a688b4ccdda7340f6d67df0787a9c8b6.mp3],Verb,昼ごはんは簡単に<b>済ませましょう</b>。,ひるごはん は かんたん に <b>すませましょう</b>,Let's have a quick lunch.,[sound:f096a87013c0feafe575eef27cc41af6.mp3],,済[す]ませる,昼[ひる]ごはんは 簡単[かんたん]に<b> 済[す]ませましょう</b>。,昼[ひる]ごはんは 簡単[かんたん]に<b>（　）</b>。
4404,163,313,4261,4260,2371,JLPT0,大国,たいこく,"world power, large country",[sound:a418d54d2a69b4b1ca0735f5e9a2063d.mp3],Noun,その国は経済<b>大国</b>よ。,その くに は けいざい <b>たいこく</b> よ,That country's an economic powerhouse.,[sound:7c13ed46ef36ec07354d0d5ea5809663.mp3],,大国[たいこく],その 国[くに]は 経済[けいざい]<b> 大国[たいこく]</b>よ。,その 国[くに]は 経済[けいざい]<b>（　）</b>よ。
4869,257,313,4414,4413,2372,JLPT1,送金,そうきん,"money transfer, remittance",[sound:adb86fa151dc23f3bfe6702cfd7b58ed.mp3],Verbal Noun,取引先への<b>送金</b>を済ませました。,とりひきさき へ の <b>そうきん</b> を すませました,I completed the money transfer to our client.,[sound:4fe7433f5bffcde905377ca3c9c15e4e.mp3],,送金[そうきん],取引先[とりひきさき]への<b> 送金[そうきん]</b>を 済[す]ませました。,取引先[とりひきさき]への<b>（　）</b>を 済[す]ませました。
4945,0,315,4712,4718,2373,JLPT0,もうける,もうける,make a profit,[sound:90994544a710fc77b2c7847eac286c42.mp3],Verb,先月は株で100万円<b>もうけた</b>の。,せんげつ は かぶ で 100 まん えん <b>もうけた</b> の,I gained a million yen on the stock market last month.,[sound:f9856f1e9d8e8a96c3c598cd940728fb.mp3],,もうける,先月[せんげつ]は 株[かぶ]で100 万円[まん えん]<b>もうけた</b>の。,先月[せんげつ]は 株[かぶ]で100 万円[まん えん]<b>（　）</b>の。
5413,261,316,4427,4426,2374,JLPT1,待ち遠しい,まちどおしい,"just can't wait for, long for",[sound:df1bfa10aeff8eaa55a2313dfff758d9.mp3],Adjective,入学式が<b>待ち遠しい</b>です。,にゅうがくしき が <b>まちどおしい</b> です,I can't wait for the entrance ceremony.,[sound:1e6a842127eee54267cabaf5c85fd15b.mp3],,待[ま]ち 遠[どお]しい,入学式[にゅうがくしき]が<b> 待[ま]ち 遠[どお]しい</b>です。,入学式[にゅうがくしき]が<b>（　）</b>です。
3827,17,318,1802,2001,2375,JLPT2,一時,いちじ,temporarily,[sound:e26a014a61322e9736523d1b22e4b1bb.mp3],Adverb,お店は<b>一時</b>休業になったんだ。,おみせ は <b>いちじ</b> きゅうぎょう に なった ん だ,The store was temporarily closed.,[sound:5e43c3af6859b79dba245bb788675e22.mp3],,一時[いちじ],お 店[みせ]は<b> 一時[いちじ]</b> 休業[きゅうぎょう]になったんだ。,お 店[みせ]は<b>（　）</b> 休業[きゅうぎょう]になったんだ。
2046,318,319,2339,2441,2376,JLPT0,金利,きんり,"interest, interest rate",[sound:8a3219361e9800461b5334e09d276bc5.mp3],Noun,最近、銀行の<b>金利</b>が少し上がった。,さいきん ぎんこう の <b>きんり</b> が すこし あがった,"Recently, the bank's interest rates were raised.",[sound:ac4029b715290db167c867905b7d9ba8.mp3],,金利[きんり],最近[さいきん]、 銀行[ぎんこう]の<b> 金利[きんり]</b>が 少[すこ]し 上[あ]がった。,最近[さいきん]、 銀行[ぎんこう]の<b>（　）</b>が 少[すこ]し 上[あ]がった。
4843,309,319,4534,4533,2377,JLPT2,法則,ほうそく,"law, rule",[sound:5a54b2f8628cafa142756f39aa2413bd.mp3],Noun,勝利するには<b>法則</b>があるそうだ。,しょうり する に は <b>ほうそく</b> が ある そう だ,I heard that there are rules to follow in order to win.,[sound:d2fcf2aa6a1ad2f75cebe327394743f6.mp3],,法則[ほうそく],勝利[しょうり]するには<b> 法則[ほうそく]</b>があるそうだ。,勝利[しょうり]するには<b>（　）</b>があるそうだ。
4039,319,320,4544,4543,2378,JLPT2,利益,りえき,"profit, benefit",[sound:54804bc8a7bbf587391a4b2450994708.mp3],Noun,先月の<b>利益</b>は200万円でした。,せんげつ の <b>りえき</b> は 200 まんえん でした,Last month's profit was two million yen.,[sound:9d9bc17ef388196da24c609e1b7354c4.mp3],,利益[りえき],先月[せんげつ]の<b> 利益[りえき]</b>は200 万円[まんえん]でした。,先月[せんげつ]の<b>（　）</b>は200 万円[まんえん]でした。
5232,319,320,4545,4544,2379,JLPT1,有益,ゆうえき,"beneficial, profitable",[sound:dde5c059bb2b9bc2daa156ea3db22633.mp3],Adjectival Noun,昨日の話し合いは<b>有益</b>でした。,きのう の はなしあい は <b>ゆうえき</b> でした,Yesterday's discussion was beneficial.,[sound:b0638788e2bf6708d8de06988e9dfd69.mp3],,有益[ゆうえき],昨日[きのう]の 話[はな]し 合[あ]いは<b> 有益[ゆうえき]</b>でした。,昨日[きのう]の 話[はな]し 合[あ]いは<b>（　）</b>でした。
4194,288,325,4487,4486,2380,JLPT1,品質,ひんしつ,quality,[sound:37e76599e9f400f47f585ecc338d3d2a.mp3],Noun,このメーカーの製品は高<b>品質</b>だわね。,この めーかー の せいひん は こう<b>ひんしつ</b> だ わ ね,The products from this manufacturer are high-quality.,[sound:6999c5161d91255273822dd78461d3cc.mp3],,品質[ひんしつ],このメーカーの 製品[せいひん]は 高[こう]<b> 品質[ひんしつ]</b>だわね。,このメーカーの 製品[せいひん]は 高[こう]<b>（　）</b>だわね。
2863,175,326,1999,2198,2381,JLPT2,家屋,かおく,"house, building",[sound:9e4b4bf49b1ea42d5c34e1f123cc986d.mp3],Noun,私は木造の<b>家屋</b>が好きです。,わたし は もくぞう の <b>かおく</b> が すき です,I like houses built of wood.,[sound:e4f9899764d9d902b2570665d9b4cbd2.mp3],,家屋[かおく],私[わたし]は 木造[もくぞう]の<b> 家屋[かおく]</b>が 好[す]きです。,私[わたし]は 木造[もくぞう]の<b>（　）</b>が 好[す]きです。
2210,39,328,1821,2020,2382,JLPT0,少なくとも,すくなくとも,at least,[sound:877b9cd23ea98498330d291e9fbc3a77.mp3],Adverb,この仕事には<b>少なくとも</b>2週間必要でしょう。,この しごと に は <b>すくなくとも</b> にしゅうかん ひつよう でしょう,At least two weeks will be needed for this job.,[sound:b9fec7d28d323ca61d872aeeb03e43af.mp3],,少[すく]なくとも,この 仕事[しごと]には<b> 少[すく]なくとも</b> 2週間必要[にしゅうかん ひつよう]でしょう。,この 仕事[しごと]には<b>（　）</b> 2週間必要[にしゅうかん ひつよう]でしょう。
2499,0,328,2116,2224,2383,JLPT0,あらかじめ,あらかじめ,in advance,[sound:5209e9da8e40d00b9f8e68c8b1e943d5.mp3],Adverb,<b>あらかじめ</b>必要な物を書き出して下さい。,<b>あらかじめ</b> ひつよう な もの を かきだして ください,Please write down in advance what you need.,[sound:e2f33b5795aeb41d6d2ee550bb1eac87.mp3],,あらかじめ,<b>あらかじめ</b> 必要[ひつよう]な 物[もの]を 書[か]き 出[だ]して 下[くだ]さい。,<b>（　）</b> 必要[ひつよう]な 物[もの]を 書[か]き 出[だ]して 下[くだ]さい。
3243,304,328,2324,2426,2384,JLPT2,見当,けんとう,"estimate, aim",[sound:b06e26804ba2b198cdda7572016c6e15.mp3],Noun,この仕事には何日必要か<b>見当</b>もつかないね。,この しごと に は なんにち ひつよう か <b>けんとう</b> も つかない ね,I can't predict how many days are needed for this job.,[sound:575348c9942baa636498999598ad0f08.mp3],,見当[けんとう],この 仕事[しごと]には 何日必要[なんにち ひつよう]か<b> 見当[けんとう]</b>もつかないね。,この 仕事[しごと]には 何日必要[なんにち ひつよう]か<b>（　）</b>もつかないね。
3777,252,328,2211,2312,2385,JLPT2,入れ物,いれもの,"receptacle, container",[sound:03afe4f866a209e21e220704860ea672.mp3],Noun,荷物が多いので大きな<b>入れ物</b>が必要です。,にもつ が おおい の で おおき な <b>いれもの</b> が ひつよう です,There are so many items that we need a big container.,[sound:c7643bbbd322ca9c0badd0bacc0e50ce.mp3],,入[い]れ 物[もの],荷物[にもつ]が 多[おお]いので 大[おお]きな<b> 入[い]れ 物[もの]</b>が 必要[ひつよう]です。,荷物[にもつ]が 多[おお]いので 大[おお]きな<b>（　）</b>が 必要[ひつよう]です。
5396,327,328,4556,4555,2386,JLPT2,要点,ようてん,"main point, gist",[sound:75c34846a031d0edf9fd393b26610262.mp3],Noun,話の<b>要点</b>だけ教えてください。,はなし の <b>ようてん</b> だけ おしえて ください,Please tell me just the main points of the talk.,[sound:cf725240b6f0bf10877e32032194c484.mp3],,要点[ようてん],話[はなし]の<b> 要点[ようてん]</b>だけ 教[おし]えてください。,話[はなし]の<b>（　）</b>だけ 教[おし]えてください。
5403,283,328,4478,4477,2387,JLPT1,慣れ,なれ,"getting used to, habituation",[sound:384cbe70bddf64e300714b0a0cd1cc7b.mp3],Noun,仕事には<b>慣れ</b>も必要です。,しごと に は <b>なれ</b> も ひつよう です,Getting used to the work is also necessary in any job.,[sound:1af03ffcfbe3ee988421351abd586592.mp3],,慣[な]れ,仕事[しごと]には<b> 慣[な]れ</b>も 必要[ひつよう]です。,仕事[しごと]には<b>（　）</b>も 必要[ひつよう]です。
2391,198,329,2139,2241,2388,JLPT1,値,あたい,"value, worth",[sound:2302f4622b402a602ebfe75a3ed5c5ac.mp3],Noun,xの<b>値</b>を求めなさい。,えっくす の <b>あたい</b> を もとめなさい,Calculate the value of x.,[sound:dbd7fa09538b1982d47b4e95a3489cf0.mp3],,値[あたい],x[えっくす]の<b> 値[あたい]</b>を 求[もと]めなさい。,x[えっくす]の<b>（　）</b>を 求[もと]めなさい。
2888,194,331,2134,2235,2389,JLPT2,品,しな,"article, item",[sound:36abb21dc0e3dc899f6a525a0d7fca5c.mp3],Noun,そちらの<b>品</b>は半額になっています。,そちら の <b>しな</b> は はんがく に なって います,Those goods are half-price.,[sound:091ea8f0078f8085a040b40568af6610.mp3],,品[しな],そちらの<b> 品[しな]</b>は 半額[はんがく]になっています。,そちらの<b>（　）</b>は 半額[はんがく]になっています。
2892,331,332,2355,2457,2390,JLPT2,会計,かいけい,"account, finance",[sound:d182a8cd43132b9dced1d774636876c8.mp3],Noun,<b>会計</b>を済ませて店を出たんだ。,<b>かいけい</b> を すませて みせ を でた ん だ,I payed the bill and then left the shop.,[sound:2b5bc1da5210c9eb550c2c4edf558f10.mp3],,会計[かいけい],<b> 会計[かいけい]</b>を 済[す]ませて 店[みせ]を 出[で]たんだ。,<b>（　）</b>を 済[す]ませて 店[みせ]を 出[で]たんだ。
5072,331,332,4560,4559,2391,JLPT2,計る,はかる,"compute, measure",[sound:028555ce492bd3e8dcf22650f72f32ea.mp3],Verb,100メートル走のタイムを<b>計った</b>んだ。,100 めーとるそう の たいむ を <b>はかった</b> ん だ,I timed the 100m race.,[sound:7367b827043624731a1119d33b32e245.mp3],,計[はか]る,100メートル 走[そう]のタイムを<b> 計[はか]った</b>んだ。,100メートル 走[そう]のタイムを<b>（　）</b>んだ。
2393,331,333,2353,2454,2392,JLPT2,合計,ごうけい,sum total,[sound:73923bcdc7a77945e8ee709f6fd2aa77.mp3],Verbal Noun,<b>合計</b>金額を計算してください。,<b>ごうけい</b> きんがく を けいさん して ください,Please calculate the total amount of money.,[sound:169262e79d50d30b6abe503f6fa58752.mp3],,合計[ごうけい],<b> 合計[ごうけい]</b> 金額[きんがく]を 計算[けいさん]してください。,<b>（　）</b> 金額[きんがく]を 計算[けいさん]してください。
2054,333,334,2357,2459,2393,JLPT2,差,さ,difference,[sound:9bdf33f1eaa223bbb6512fe7eb757a38.mp3],Noun,都心と地方では収入に大きな<b>差</b>があるね。,としん と ちほう で は しゅうにゅう に おおき な <b>さ</b> が ある ね,There is a big difference in income between rural and urban areas.,[sound:4e36cb24c8f484e6e8840f7d34b0cd0f.mp3],,差[さ],都心[としん]と 地方[ちほう]では 収入[しゅうにゅう]に 大[おお]きな<b> 差[さ]</b>があるね。,都心[としん]と 地方[ちほう]では 収入[しゅうにゅう]に 大[おお]きな<b>（　）</b>があるね。
3389,333,334,2361,2462,2394,JLPT1,時差,じさ,time difference,[sound:72d957569b8b9608a925ae6c6c821589.mp3],Noun,日本とフランスの<b>時差</b>は8時間です。,にほん と ふらんす の <b>じさ</b> は はちじかん です,The time difference between Japan and France is eight hours.,[sound:8daec4ee3a7ab725b2e133b7414f0c33.mp3],,時差[じさ],日本[にほん]とフランスの<b> 時差[じさ]</b>は 8時間[はちじかん]です。,日本[にほん]とフランスの<b>（　）</b>は 8時間[はちじかん]です。
3552,333,334,2363,2465,2395,JLPT3,差し上げる,さしあげる,respectfully give,[sound:a85de82958e5fcb0fb8c118138851770.mp3],Verb,こちらを<b>差し上げます</b>。,こちら を <b>さしあげます</b>,This is for you.,[sound:84071c7d13327fe7876197162d5ae544.mp3],,差[さ]し 上[あ]げる,こちらを<b> 差[さ]し 上[あ]げます</b>。,こちらを<b>（　）</b>。
3738,90,334,1895,2094,2396,JLPT2,一昨日,いっさくじつ,the day before yesterday,[sound:1c87ec80b3cf0753e2b6b3f3dd5888ba.mp3],Noun,<b>一昨日</b>、お電話を差し上げました。,<b>いっさくじつ</b> おでんわ を さしあげました,I gave you a call the day before yesterday.,[sound:86a54eb9f12514035fdb0eafac2f00fd.mp3],,一昨日[いっさくじつ],<b> 一昨日[いっさくじつ]</b>、お 電話[でんわ]を 差[さ]し 上[あ]げました。,<b>（　）</b>、お 電話[でんわ]を 差[さ]し 上[あ]げました。
4902,0,334,4668,4674,2397,JLPT2,まぶしい,まぶしい,"dazzling, glaring",[sound:92d7198891b7e1198f100ac32162bf83.mp3],Adjective,夏の日差しが<b>まぶしかった</b>よ。,なつ の ひざし が <b>まぶしかった</b> よ,The summer sunlight was dazzling.,[sound:398252d7d79dbeb360710368f839aeb2.mp3],,まぶしい,夏[なつ]の 日差[ひざ]しが<b>まぶしかった</b>よ。,夏[なつ]の 日差[ひざ]しが<b>（　）</b>よ。
4923,333,334,4563,4562,2398,JLPT0,日差し,ひざし,"rays of the sun, sunlight",[sound:f3c5670d93c71520dedad607ace4946d.mp3],Noun,今日は<b>日差し</b>が強いですね。,きょう は <b>ひざし</b> が つよい です ね,The sun is shining strongly today.,[sound:14afb12f3d2c63bf82513d9638453a6f.mp3],,日差[ひざ]し,今日[きょう]は<b> 日差[ひざ]し</b>が 強[つよ]いですね。,今日[きょう]は<b>（　）</b>が 強[つよ]いですね。
5364,333,334,4564,4563,2399,JLPT2,物差し,ものさし,ruler,[sound:977d1f3f0daef7e70c9495db6b610d60.mp3],Noun,30センチの<b>物差し</b>をください。,30 せんち の <b>ものさし</b> を ください,Please give me a 30 centimeter ruler.,[sound:5b824caca85570189bb2d03920cb110d.mp3],,物差[ものさ]し,30センチの<b> 物差[ものさ]し</b>をください。,30センチの<b>（　）</b>をください。
3765,334,335,2364,2466,2400,JLPT0,学割,がくわり,student discount,[sound:7142990e72c1fde0897bf812d3dcd735.mp3],Noun,<b>学割</b>だとだいぶ安いな。,<b>がくわり</b> だ と だいぶ やすい な,It is quite cheap with a student discount.,[sound:81aeb71ad197377a017f2b7586e217a7.mp3],,学割[がくわり],<b> 学割[がくわり]</b>だとだいぶ 安[やす]いな。,<b>（　）</b>だとだいぶ 安[やす]いな。
4176,334,335,4565,4564,2401,JLPT2,役割,やくわり,"role, part",[sound:d970d4cb1a389905eaf14f1f5def812e.mp3],Noun,みんなで<b>役割</b>を分担しましょう。,みんな で <b>やくわり</b> を ぶんたん しましょう,Let's give everyone a role.,[sound:31f5760202236c7df5e80e77847ec93f.mp3],,役割[やくわり],みんなで<b> 役割[やくわり]</b>を 分担[ぶんたん]しましょう。,みんなで<b>（　）</b>を 分担[ぶんたん]しましょう。
4824,334,335,4568,4567,2402,JLPT0,割り当て,わりあて,"assignment, allotment",[sound:cbf200578e4be8ddbbf96df3136b4b76.mp3],Noun,チケットの<b>割り当て</b>は1人10枚です。,ちけっと の <b>わりあて</b> は ひとり じゅうまい です,Ten tickets are allocated per person.,[sound:a99d650ff448a908af9941d8c067bb9b.mp3],,割[わ]り 当[あ]て,チケットの<b> 割[わ]り 当[あ]て</b>は 1人10枚[ひとり じゅうまい]です。,チケットの<b>（　）</b>は 1人10枚[ひとり じゅうまい]です。
4837,334,335,4569,4568,2403,JLPT0,割り当てる,わりあてる,"assign, allot",[sound:11dc0a12d990b73b8801abcb19ea03b6.mp3],Verb,全員に作業が<b>割り当てられました</b>。,ぜんいん に さぎょう が <b>わりあてられました</b>,Work was assigned to all members.,[sound:aadaaea84204fb7c8740f7a13a4b4c9d.mp3],,割[わ]り 当[あ]てる,全員[ぜんいん]に 作業[さぎょう]が<b> 割[わ]り 当[あ]てられました</b>。,全員[ぜんいん]に 作業[さぎょう]が<b>（　）</b>。
5708,334,335,4573,4572,2404,JLPT0,割り引き,わりびき,"discount, reduction",[sound:674c03e6ed9437349b72a3951e40bb92.mp3],Verbal Noun,今日は全品10%<b>割り引き</b>です。,きょう は ぜんぴん 10% <b>わりびき</b> です,Today all goods are 10% off.,[sound:6f691b2aadc9a6a79156f9c52b2074d6.mp3],,割[わ]り 引[び]き,今日[きょう]は 全品10[ぜんぴん 10]%<b> 割[わ]り 引[び]き</b>です。,今日[きょう]は 全品10[ぜんぴん 10]%<b>（　）</b>です。
5999,334,335,4575,4574,2405,JLPT0,割合に,わりあいに,"relatively, rather",[sound:3369effaa2b83fa570a8b68c784d5242.mp3],Adverb,今回のテストは<b>割合に</b>簡単でした。,こんかい の てすと は <b>わりあいに</b> かんたん でした,This test was relatively easy.,[sound:5f190683e8e482728ee058918c8a0e95.mp3],,割合[わりあい]に,今回[こんかい]のテストは<b> 割合[わりあい]に</b> 簡単[かんたん]でした。,今回[こんかい]のテストは<b>（　）</b> 簡単[かんたん]でした。
4417,335,336,4576,4575,2406,JLPT2,残り,のこり,"remainder, leftover",[sound:5de5482c14d79580593b56c4fbe90bf6.mp3],Noun,仕事の<b>残り</b>は家でします。,しごと の <b>のこり</b> は いえ で します,I'll do the rest of the work at home.,[sound:3840011ece32af09579d8743d7323ba8.mp3],,残[のこ]り,仕事[しごと]の<b> 残[のこ]り</b>は 家[いえ]でします。,仕事[しごと]の<b>（　）</b>は 家[いえ]でします。
5418,0,336,5179,5184,2407,JLPT2,もったいない,もったいない,"wasteful, a shame",[sound:51247fdecd07567659f1d39da01cf319.mp3],Adjective,食べ物を残しては<b>もったいない</b>わよ。,たべもの を のこして は <b>もったいない</b> わ よ,It's wasteful to leave food.,[sound:4793ed111ed85dcf1ed325b1e732db96.mp3],,もったいない,食[た]べ 物[もの]を 残[のこ]しては<b>もったいない</b>わよ。,食[た]べ 物[もの]を 残[のこ]しては<b>（　）</b>わよ。
2475,336,337,2371,2472,2408,JLPT2,支出,ししゅつ,"expenditure, disbursement",[sound:0ea8baf06382cbc5f319dbecec6cd104.mp3],Verbal Noun,今月のわが家の<b>支出</b>は15万円です。,こんげつ の わがや の <b>ししゅつ</b> は じゅうごまんえん です,"Our household expenses are 150,000 yen this month.",[sound:62983cb03aa7b011d9f70bc04872089a.mp3],,支出[ししゅつ],今月[こんげつ]のわが 家[や]の<b> 支出[ししゅつ]</b>は 15万円[じゅうごまんえん]です。,今月[こんげつ]のわが 家[や]の<b>（　）</b>は 15万円[じゅうごまんえん]です。
2825,336,337,2373,2475,2409,JLPT1,収支,しゅうし,earnings and expenses,[sound:5a9cc144f79d7261e9fa4e43e7f960cf.mp3],Noun,家計の<b>収支</b>が合わないの。,かけい の <b>しゅうし</b> が あわない の,The household income and expenses do not match.,[sound:7f94c2886baac247c5c9539082a8033c.mp3],,収支[しゅうし],家計[かけい]の<b> 収支[しゅうし]</b>が 合[あ]わないの。,家計[かけい]の<b>（　）</b>が 合[あ]わないの。
3322,336,337,2374,2476,2410,JLPT3,支度,したく,"arrangement, preparation",[sound:a62cbc0814486b651ed9269757709692.mp3],Verbal Noun,<b>支度</b>ができたら出かけましょう。,<b>したく</b> が できたら でかけましょう,Let's go out when we are ready.,[sound:fecc4fe1ae04fa994588ece499be9519.mp3],,支度[したく],<b> 支度[したく]</b>ができたら 出[で]かけましょう。,<b>（　）</b>ができたら 出[で]かけましょう。
2256,337,338,2378,2479,2411,JLPT2,支払う,しはらう,pay,[sound:458d7f2978b54bd67f6788bb2e5cad9d.mp3],Verb,カウンターで料金を<b>支払った</b>。,かうんたー で りょうきん を <b>しはらった</b>,I paid the fee at the counter.,[sound:efd71148011906c68e4d96102b070161.mp3],,支払[しはら]う,カウンターで 料金[りょうきん]を<b> 支払[しはら]った</b>。,カウンターで 料金[りょうきん]を<b>（　）</b>。
2441,337,338,2379,2480,2412,JLPT0,支払い,しはらい,"payment, payout",[sound:bb9d5e9319a5e7f977ff27894339d8ad.mp3],Verbal Noun,お<b>支払い</b>はカードもお使いいただけます。,お<b>しはらい</b> は かーど も お つかい いただけます,You can also pay by credit card.,[sound:59a65358bb4a0bfc81d714358fe81224.mp3],,支払[しはら]い,お<b> 支払[しはら]い</b>はカードもお 使[つか]いいただけます。,お<b>（　）</b>はカードもお 使[つか]いいただけます。
4101,181,338,4280,4279,2413,JLPT2,料金,りょうきん,"charge, fee",[sound:fa75661f604cd886cbf433cdba599166.mp3],Noun,まだ<b>料金</b>は払っていないけど。,まだ <b>りょうきん</b> は はらって いない けど,But I haven't paid the charge yet.,[sound:264f7fc3e83905f36bcfaabad5d5907a.mp3],,料金[りょうきん],まだ<b> 料金[りょうきん]</b>は 払[はら]っていないけど。,まだ<b>（　）</b>は 払[はら]っていないけど。
5060,0,338,4826,4831,2414,JLPT0,めいめい,めいめい,"each, individual",[sound:a0fe37c68b65f68b4aa67a70b8388371.mp3],Adverb,交通費は<b>めいめい</b>支払ってください。,こうつうひ は <b>めいめい</b> しはらって ください,Please pay the fare individually.,[sound:5fc15f669ad9fd3d01e1d9b1c5742fd4.mp3],,めいめい,交通費[こうつうひ]は<b>めいめい</b> 支払[しはら]ってください。,交通費[こうつうひ]は<b>（　）</b> 支払[しはら]ってください。
5408,337,338,4578,4577,2415,JLPT0,払い,はらい,"payment, account",[sound:d38452347046c704c16ed55261aba052.mp3],Noun,飲み屋の<b>払い</b>がたまっているんだ。,のみや の <b>はらい</b> が たまって いる ん だ,I'm running up a bar bill.,[sound:b1674e28957c2782138a06aa2dc9cc18.mp3],,払[はら]い,飲[の]み 屋[や]の<b> 払[はら]い</b>がたまっているんだ。,飲[の]み 屋[や]の<b>（　）</b>がたまっているんだ。
